time,mono_out,pilot_38k,st_diff_raw
17200,       1669,       6228,    -865941
17210,       1669,      52246,    -411503
17220,       1669,      75377,      47251
17230,       1669,      70750,     371793
17240,       1669,      41321,     510119
17250,       1669,      -3317,     465540
17260,       1138,     -49206,     264954
17270,       1138,     -81800,     -20926
17280,       1138,     -90975,    -314121
17290,       1138,     -75181,    -550792
17300,       1138,     -42126,    -636381
17310,       1138,      -5398,    -519953
17320,       1138,      20998,    -273614
17330,       1138,      27551,     -31930
17340,       1832,      12187,     112823
17350,       1832,     -19142,     142436
17360,       1832,     -54326,      62863
17370,       1832,     -79339,    -101449
17380,       1832,     -83659,    -301446
17390,       1832,     -64405,    -476499
17400,       1832,     -27069,    -528506
17410,       1832,      17177,    -412218
17420,       1162,      55572,    -172803
17430,       1162,      77161,     107205
17440,       1162,      74858,     312701
17450,       1162,      46822,     360787
17460,       1162,      -2334,     300601
17470,       1162,     -61347,     193780
17480,       1162,    -114583,     -11128
17490,       1162,    -146820,    -317819
17500,       1250,    -148557,    -610849
17510,       1250,    -119287,    -794606
17520,       1250,     -67204,    -851302
17530,       1250,      -5695,    -729119
17540,       1250,      51264,    -424357
17550,       1250,      92549,     -36050
17560,       1250,     111144,     316595
17570,       1250,     103770,     544900
17580,       1693,      70348,     586219
17590,       1693,      14611,     455311
17600,       1693,     -54294,     248897
17610,       1693,    -121353,      47514
17620,       1693,    -168775,    -200475
17630,       1693,    -182344,    -541941
17640,       1693,    -157586,    -853105
17650,       1693,    -101767,    -980634
17660,        744,     -30508,    -866570
17670,        744,      38680,    -569061
17680,        744,      91851,    -168212
17690,        744,     120467,     204089
17700,        744,     120272,     454411
17710,        744,      90046,     550336
17720,        744,      32366,     476389
17730,        744,     -43989,     279283
17740,       1685,    -122686,      76711
17750,       1685,    -182629,     -95582
17760,       1685,    -205376,    -372851
17770,       1685,    -183497,    -797754
17780,       1685,    -124407,   -1136588
17790,       1685,     -46876,   -1081450
17800,       1685,      27491,    -726275
17810,       1685,      82287,    -266837
17820,       2008,     109273,     150180
17830,       2008,     106227,     406774
17840,       2008,      74015,     455980
17850,       2008,      16828,     366503
17860,       2008,     -55121,     217997
17870,       2008,    -124765,      49152
17880,       2008,    -172198,    -181728
17890,       2008,    -182314,    -501497
17900,       1409,    -151551,    -813905
17910,       1409,     -89560,    -973707
17920,       1409,     -15069,    -887551
17930,       1409,      51233,    -552666
17940,       1409,      93099,     -92357
17950,       1409,     102253,     301594
17960,       1409,      78944,     529409
17970,       1409,      30665,     577569
17980,       1764,     -29650,     440051
17990,       1764,     -85737,     168956
18000,       1764,    -121351,    -170835
18010,       1764,    -125126,    -529493
18020,       1764,     -95084,    -787360
18030,       1764,     -40035,    -847045
18040,       1764,      23286,    -699666
18050,       1764,      75996,    -319342
18060,        278,     102707,     182786
18070,        278,      94949,     512676
18080,        278,      52808,     532291
18090,        278,     -14377,     404924
18100,        278,     -89236,     241761
18110,        278,    -150958,     -79959
18120,        278,    -182486,    -564784
18130,        278,    -177018,    -988009
18140,       1123,    -140062,   -1232494
18150,       1123,     -85703,   -1232557
18160,       1123,     -29705,    -965389
18170,       1123,      16098,    -566779
18180,       1123,      46135,    -190791
18190,       1123,      61017,     101571
18200,       1123,      65795,     279963
18210,       1123,      66723,     345663
18220,       1205,      67581,     338805
18230,       1205,      67548,     310809
18240,       1205,      61818,     289067
18250,       1205,      44266,     259241
18260,       1205,      10629,     189438
18270,       1205,     -38539,      73315
18280,       1205,     -95545,        -94
18290,       1205,    -145683,      36581
18300,       2245,    -172180,      40774
18310,       2245,    -164701,    -189929
18320,       2245,    -125604,    -552187
18330,       2245,     -68819,    -700462
18340,       2245,     -12144,    -531978
18350,       2245,      31229,    -243018
18360,       2245,      56139,     -35021
18370,       2245,      62870,      81823
18380,       1824,      52942,     147748
18390,       1824,      28088,     169208
18400,       1824,      -7492,     144039
18410,       1824,     -45615,      84236
18420,       1824,     -76163,     -26830
18430,       1824,     -91249,    -200412
18440,       1824,     -88193,    -390187
18450,       1824,     -69711,    -505702
18460,       1365,     -42059,    -496086
18470,       1365,     -12587,    -408872
18480,       1365,      12552,    -275848
18490,       1365,      30010,     -94391
18500,       1365,      39388,     101641
18510,       1365,      41752,     242483
18520,       1365,      37809,     302141
18530,       1365,      27317,     304414
18540,       1721,       9950,     275296
18550,       1721,     -13411,     206638
18560,       1721,     -39982,      77559
18570,       1721,     -65281,    -102875
18580,       1721,     -83997,    -287176
18590,       1721,     -91055,    -425028
18600,       1721,     -82785,    -506771
18610,       1721,     -58378,    -564559
18620,        849,     -21209,    -556859
18630,        849,      21024,    -405682
18640,        849,      57803,    -140469
18650,        849,      78413,     127416
18660,        849,      74814,     333101
18670,        849,      44170,     415726
18680,        849,      -9271,     331767
18690,        849,     -73509,     149979
18700,       1529,    -130713,     -28293
18710,       1529,    -162761,    -281833
18720,       1529,    -158517,    -669522
18730,       1529,    -118561,    -973388
18740,       1529,     -54449,    -955127
18750,       1529,      16629,    -686242
18760,       1529,      78178,    -303033
18770,       1529,     118054,      91118
18780,        506,     128557,     404632
18790,        506,     105696,     565829
18800,        506,      50490,     559423
18810,        506,     -28338,     407817
18820,        506,    -113519,     169614
18830,        506,    -182543,     -87837
18840,        506,    -214988,    -403414
18850,        506,    -201121,    -812174
18860,       -313,    -146942,   -1164589
18870,       -313,     -71814,   -1196710
18880,       -313,        665,    -920540
18890,       -313,      53041,    -466651
18900,       -313,      78793,       4410
18910,       -313,      79089,     316381
18920,       -313,      56413,     311016
18930,       -313,      12770,     109442
18940,       1935,     -45987,       -882
18950,       1935,    -106258,       7120
18960,       1935,    -149427,     -91840
18970,       1935,    -160102,    -312030
18980,       1935,    -133938,    -409466
18990,       1935,     -79812,    -280335
19000,       1935,     -14998,    -123213
19010,       1935,      42932,     -96882
19020,       2084,      81957,     -35548
19030,       2084,      96637,     145650
19040,       2084,      85578,     268681
19050,       2084,      48890,     189216
19060,       2084,     -11052,      -1421
19070,       2084,     -85554,     -60158
19080,       2084,    -156899,       8688
19090,       2084,    -202302,    -103350
19100,       1672,    -204165,    -545316
19110,       1672,    -159972,   -1024352
19120,       1672,     -84470,   -1181326
19130,       1672,      -2042,   -1007012
19140,       1672,      65144,    -577185
19150,       1672,     104160,     -14235
19160,       1672,     110314,     417583
19170,       1672,      83518,     597902
19180,       1516,      27950,     619654
19190,       1516,     -45499,     500781
19200,       1516,    -118828,     178890
19210,       1516,    -171448,    -303298
19220,       1516,    -187874,    -837018
19230,       1516,    -163881,   -1282010
19240,       1516,    -107626,   -1450520
19250,       1516,     -35872,   -1295525
19260,        946,      32174,    -882870
19270,        946,      80866,    -299307
19280,        946,     101865,     255506
19290,        946,      94591,     577117
19300,        946,      64360,     647001
19310,        946,      20004,     567176
19320,        946,     -28163,     381006
19330,        946,     -70284,     119652
19340,        735,     -99004,    -167026
19350,        735,    -110991,    -404065
19360,        735,    -107036,    -547810
19370,        735,     -90706,    -600804
19380,        735,     -66655,    -574483
19390,        735,     -39393,    -484888
19400,        735,     -12375,    -356188
19410,        735,      12397,    -212238
19420,       -476,      33791,     -65042
19430,       -476,      50522,      59018
19440,       -476,      60785,     138034
19450,       -476,      62665,     196019
19460,       -476,      54451,     246939
19470,       -476,      34424,     246498
19480,       -476,       1344,     133947
19490,       -476,     -42915,      -8069
19500,       -772,     -90056,      -3580
19510,       -772,    -126074,     126775
19520,       -772,    -138128,      67278
19530,       -772,    -122632,    -267169
19540,       -772,     -87365,    -510157
19550,       -772,     -46268,    -398914
19560,       -772,     -11605,     -91461
19570,       -772,      11105,      69221
19580,       -995,      22926,      23935
19590,       -995,      27928,        -87
19600,       -995,      29850,      62419
19610,       -995,      30680,      98975
19620,       -995,      30498,      45124
19630,       -995,      28224,     -57585
19640,       -995,      22941,    -126311
19650,       -995,      14103,    -110223
19660,        -91,        147,     -28587
19670,        -91,     -21659,      29142
19680,        -91,     -52109,        502
19690,        -91,     -86259,     -38221
19700,        -91,    -113245,      72413
19710,        -91,    -121249,     318585
19720,        -91,    -105183,     484277
19730,        -91,     -71275,     461906
19740,        690,     -33461,     362388
19750,        690,      -4078,     262339
19760,        690,      12620,     138222
19770,        690,      19420,      18315
19780,        690,      20678,     -56889
19790,        690,      18056,     -74779
19800,        690,      10111,     -47031
19810,        690,      -5091,      -9699
19820,       -631,     -26668,       3021
19830,       -631,     -49172,          0
19840,       -631,     -63966,      21198
19850,       -631,     -63832,      55414
19860,       -631,     -48133,      48536
19870,       -631,     -23959,       5797
19880,       -631,      -1654,      -8602
19890,       -631,      11324,        935
19900,        952,      13443,        641
19910,        952,       8277,      -5618
19920,        952,       1380,      -4661
19930,        952,      -3759,         24
19940,        952,      -8663,        836
19950,        952,     -18829,      -6527
19960,        952,     -38015,     -28358
19970,        952,     -62414,     -84805
19980,        933,     -81455,    -164311
19990,        933,     -86315,    -132143
20000,        933,     -78339,      90443
20010,        933,     -68362,     309098
20020,        933,     -67056,     296295
20030,        933,     -75480,     135455
20040,        933,     -84141,     -19187
20050,        933,     -80827,     -85874
20060,        314,     -60397,     -17338
20070,        314,     -28573,     113741
20080,        314,       2541,     105399
20090,        314,      22448,       7450
20100,        314,      27574,       5516
20110,        314,      21286,      82272
20120,        314,       9651,      97289
20130,        314,      -3844,      36107
20140,        320,     -20436,      -7795
20150,        320,     -42956,       8780
20160,        320,     -70045,      30354
20170,        320,     -93507,     -35238
20180,        320,    -102198,    -208494
20190,        320,     -89934,    -352569
20200,        320,     -60816,    -339130
20210,        320,     -26758,    -232037
20220,      -1160,        772,    -152991
20230,      -1160,      17209,     -86415
20240,      -1160,      24634,       3005
20250,      -1160,      26704,      67474
20260,      -1160,      23957,      74142
20270,      -1160,      13201,      34527
20280,      -1160,      -8798,      -9312
20290,      -1160,     -40274,     -13820
20300,       -469,     -72347,       3273
20310,       -469,     -92299,     -36853
20320,       -469,     -90716,    -121309
20330,       -469,     -67900,    -134122
20340,       -469,     -35001,     -59976
20350,       -469,      -8446,     -29375
20360,       -469,       -854,     -44880
20370,       -469,     -14065,     -22905
20380,      -1274,     -38478,      -2992
20390,      -1274,     -59331,     -39325
20400,      -1274,     -66096,     -26567
20410,      -1274,     -58494,     105741
20420,      -1274,     -44735,     224042
20430,      -1274,     -33703,     218267
20440,      -1274,     -27939,     147442
20450,      -1274,     -23512,      92485
20460,        -70,     -16723,      64445
20470,        -70,     -10808,      42477
20480,        -70,     -15113,      21475
20490,        -70,     -36546,      10618
20500,        -70,     -71323,      17740
20510,        -70,    -104976,      66596
20520,        -70,    -120759,     182904
20530,        -70,    -109741,     325077
20540,        506,     -75520,     404731
20550,        506,     -31354,     386558
20560,        506,       7468,     289837
20570,        506,      31178,     136255
20580,        506,      38846,     -34963
20590,        506,      35734,    -139236
20600,        506,      26741,    -132547
20610,        506,      11404,     -59429
20620,       -592,     -14669,       2506
20630,       -592,     -52742,      13542
20640,       -592,     -94912,     -21187
20650,       -592,    -125669,     -56863
20660,       -592,    -131247,     -43934
20670,       -592,    -109839,      35344
20680,       -592,     -73955,     123941
20690,       -592,     -42216,     153281
20700,        589,     -26903,     106743
20710,        589,     -27128,      43906
20720,        589,     -32297,       8880
20730,        589,     -31918,     -12505
20740,        589,     -23526,     -35767
20750,        589,     -13232,     -50932
20760,        589,      -9604,     -48799
20770,        589,     -16226,     -33778
20780,        347,     -28617,     -27209
20790,        347,     -37837,     -43164
20800,        347,     -38120,     -53126
20810,        347,     -32462,     -20212
20820,        347,     -31040,      34248
20830,        347,     -42908,      60929
20840,        347,     -67534,      64959
20850,        347,     -93422,      68510
20860,        757,    -105437,      48342
20870,        757,     -95190,     -31567
20880,        757,     -66356,    -126545
20890,        757,     -31193,    -167234
20900,        757,      -1803,    -128047
20910,        757,      16544,     -58853
20920,        757,      25550,      -3143
20930,        757,      28909,      27449
20940,        469,      27450,      42566
20950,        469,      18559,      47428
20960,        469,       -251,      40424
20970,        469,     -27201,      22165
20980,        469,     -55040,       -264
20990,        469,     -73761,     -34905
21000,        469,     -75744,    -104759
21010,        469,     -60265,    -195784
21020,       -769,     -34306,    -242766
21030,       -769,      -8613,    -219050
21040,       -769,       8619,    -137191
21050,       -769,      15662,     -37691
21060,       -769,      15489,      36108
21070,       -769,      10014,      46909
21080,       -769,      -3574,      15186
21090,       -769,     -29800,      -8274
21100,        186,     -67541,       5312
21110,        186,    -105863,      28461
21120,        186,    -128278,      -7322
21130,        186,    -123284,    -103279
21140,        186,     -93154,    -172750
21150,        186,     -53426,    -170118
21160,        186,     -22938,    -131089
21170,        186,     -12118,     -80192
21180,      -1186,     -18126,     -35931
21190,      -1186,     -29209,     -16142
21200,      -1186,     -33879,     -11984
21210,      -1186,     -28337,       9384
21220,      -1186,     -17653,      47146
21230,      -1186,     -10530,      66497
21240,      -1186,     -11748,      55044
21250,      -1186,     -18338,      38551
21260,        179,     -23183,      41175
21270,        179,     -23412,      44555
21280,        179,     -25478,      16459
21290,        179,     -40669,     -16371
21300,        179,     -73959,     -26922
21310,        179,    -116387,     -14219
21320,        179,    -148414,      63775
21330,        179,    -152277,     227659
21340,        538,    -124015,     382629
21350,        538,     -76115,     434822
21360,        538,     -29176,     372771
21370,        538,        713,     251759
21380,        538,       9852,     110521
21390,        538,       5628,      -2878
21400,        538,      -1525,     -35502
21410,        538,      -6267,     -11735
21420,        466,     -10680,        -50
21430,        466,     -19869,     -10001
21440,        466,     -35282,     -19233
21450,        466,     -51659,     -19093
21460,        466,     -60064,      -4170
21470,        466,     -54550,      -2573
21480,        466,     -37237,     -43054
21490,        466,     -17665,     -74634
21500,       1220,      -6758,     -47892
21510,       1220,      -9911,      -6159
21520,       1220,     -23927,       5009
21530,       1220,     -39501,       9156
21540,       1220,     -47241,      -6099
21550,       1220,     -42996,     -81317
21560,       1220,     -29049,    -160915
21570,       1220,     -11137,    -158926
21580,       -688,       5744,     -85644
21590,       -688,      19443,     -21252
21600,       -688,      29438,       7314
21610,       -688,      34012,      30227
21620,       -688,      29066,      64338
21630,       -688,      10391,      78320
21640,       -688,     -21982,      43513
21650,       -688,     -60911,       2009
21660,       -887,     -93695,      11055
21670,       -887,    -108068,     -13979
21680,       -887,     -99151,    -184463
21690,       -887,     -72444,    -390375
21700,       -887,     -40498,    -432818
21710,       -887,     -15568,    -299893
21720,       -887,      -3172,    -135416
21730,       -887,       -692,     -39012
21740,       -907,      -1539,      -6890
21750,       -907,      -1275,      -1452
21760,       -907,       -721,      -2602
21770,       -907,      -3822,       -754
21780,       -907,     -12606,        692
21790,       -907,     -24121,       8857
21800,       -907,     -32504,      34641
21810,       -907,     -34575,      49561
21820,      -1002,     -33688,      18823
21830,      -1002,     -37615,     -19787
21840,      -1002,     -51624,     -18621
21850,      -1002,     -72694,      26705
21860,      -1002,     -90073,     122959
21870,      -1002,     -92089,     257978
21880,      -1002,     -74003,     348241
21890,      -1002,     -40828,     357924
21900,         51,      -3327,     298613
21910,         51,      28782,     182729
21920,         51,      50661,      15942
21930,         51,      61152,    -139132
21940,         51,      59157,    -226441
21950,         51,      41676,    -215824
21960,         51,       5692,    -120741
21970,         51,     -47077,     -32031
21980,      -1134,    -106378,      -2885
21990,      -1134,    -154766,      57467
22000,      -1134,    -174847,     239869
22010,      -1134,    -158438,     447975
22020,      -1134,    -111479,     547250
22030,      -1134,     -50894,     513995
22040,      -1134,       4701,     384624
22050,      -1134,      43790,     186528
22060,       1049,      64471,     -16826
22070,       1049,      70407,    -142404
22080,       1049,      64679,    -169174
22090,       1049,      46605,    -124519
22100,       1049,      13725,     -53689
22110,       1049,     -32808,      -1639
22120,       1049,     -84009,       4610
22130,       1049,    -124332,      -7594
22140,       1127,    -139039,      20756
22150,       1127,    -123458,     119960
22160,       1127,     -87524,     260969
22170,       1127,     -51270,     343126
22180,       1127,     -33163,     304368
22190,       1127,     -39046,     184101
22200,       1127,     -59472,     105124
22210,       1127,     -77137,      85222
22220,       1016,     -78669,      46810
22230,       1016,     -62268,     -62524
22240,       1016,     -36449,    -169554
22250,       1016,     -12255,    -186196
22260,       1016,       4133,    -119812
22270,       1016,      13114,     -41505
22280,       1016,      17850,      14090
22290,       1016,      19315,      45681
22300,       1309,      14640,      62509
22310,       1309,       -110,      68658
22320,       1309,     -25280,      50625
22330,       1309,     -54989,       -378
22340,       1309,     -78873,     -89863
22350,       1309,     -87184,    -219258
22360,       1309,     -75658,    -351386
22370,       1309,     -46997,    -416508
22380,       -162,      -8675,    -366912
22390,       -162,      30654,    -219335
22400,       -162,      63564,     -37479
22410,       -162,      84169,     122077
22420,       -162,      87401,     253138
22430,       -162,      69145,     325826
22440,       -162,      28175,     279017
22450,       -162,     -30806,     127283
22460,        690,     -95268,      16756
22470,        690,    -146961,      -9748
22480,        690,    -169113,    -124761
22490,        690,    -155319,    -405004
22500,        690,    -113822,    -643588
22510,        690,     -63173,    -656466
22520,        690,     -21571,    -498305
22530,        690,       2570,    -281935
22540,        678,      11772,     -88201
22550,        678,      12328,       7185
22560,        678,       6667,      10518
22570,        678,      -7238,      -8259
22580,        678,     -30154,      -7371
22590,        678,     -56697,       2707
22600,        678,     -76453,     -19318
22610,        678,     -80059,     -59632
22620,        635,     -65136,     -44648
22630,        635,     -37665,      18451
22640,        635,      -8331,      21881
22650,        635,      13276,     -19127
22660,        635,      23008,     -15800
22670,        635,      22602,      35718
22680,        635,      16186,      52172
22690,        635,       5757,      15251
22700,        906,     -10071,     -18226
22710,        906,     -32687,     -11408
22720,        906,     -58969,      12480
22730,        906,     -80453,     -15610
22740,        906,     -87561,    -125252
22750,        906,     -75830,    -226510
22760,        906,     -49188,    -228737
22770,        906,     -17503,    -173136
22780,        643,       9502,    -128543
22790,        643,      26902,     -62116
22800,        643,      34581,      41831
22810,        643,      33855,     125892
22820,        643,      24488,     140147
22830,        643,       4869,      84306
22840,        643,     -24844,      20590
22850,        643,     -59495,       2505
22860,       1632,     -88978,     -42264
22870,       1632,    -102287,    -195160
22880,       1632,     -92874,    -362429
22890,       1632,     -61926,    -385874
22900,       1632,     -17744,    -273271
22910,       1632,      28050,    -165217
22920,       1632,      64629,     -58864
22930,       1632,      84080,     114418
22940,       2218,      81680,     279533
22950,       2218,      55930,     335745
22960,       2218,       9405,     270884
22970,       2218,     -49859,     139114
22980,       2218,    -107922,      19048
22990,       2218,    -147488,    -117588
23000,       2218,    -154167,    -398806
23010,       2218,    -123669,    -783242
23020,       1549,     -64898,   -1005248
23030,       1549,       3562,    -886939
23040,       1549,      61220,    -475708
23050,       1549,      92739,      25219
23060,       1549,      91005,     400201
23070,       1549,      57198,     550003
23080,       1549,        353,     507637
23090,       1549,     -63680,     325034
23100,       1388,    -116088,       2204
23110,       1388,    -141830,    -449119
23120,       1388,    -135704,    -911133
23130,       1388,    -103688,   -1191012
23140,       1388,     -58959,   -1145401
23150,       1388,     -15520,    -817151
23160,       1388,      16919,    -415189
23170,       1388,      35105,     -98380
23180,        429,      41700,     103347
23190,        429,      42685,     220434
23200,        429,      43508,     273696
23210,        429,      45601,     287165
23220,        429,      45281,     279275
23230,        429,      35867,     256015
23240,        429,      11840,     202216
23250,        429,     -27213,     122732
23260,       1002,     -74828,      33670
23270,       1002,    -118849,     -78504
23280,       1002,    -145327,    -244945
23290,       1002,    -144142,    -461817
23300,       1002,    -114033,    -653830
23310,       1002,     -63883,    -716065
23320,       1002,      -8671,    -583417
23330,       1002,      37397,    -317606
23340,        735,      65816,     -41713
23350,        735,      74063,     178950
23360,        735,      62903,     284152
23370,        735,      34530,     220308
23380,        735,      -6459,      97057
23390,        735,     -51318,      38778
23400,        735,     -88218,     -13505
23410,        735,    -106441,    -170041
23420,       1233,    -100794,    -334006
23430,       1233,     -73591,    -336475
23440,       1233,     -33311,    -226295
23450,       1233,       9230,    -151207
23460,       1233,      44912,     -93297
23470,       1233,      68272,      32764
23480,       1233,      76853,     171753
23490,       1233,      69218,     249086
23500,       1713,      43884,     195885
23510,       1713,        830,      49074
23520,       1713,     -54936,     -11957
23530,       1713,    -111257,        594
23540,       1713,    -151594,    -129454
23550,       1713,    -161923,    -360499
23560,       1713,    -137632,    -529395
23570,       1713,     -86174,    -632828
23580,        613,     -23198,    -639102
23590,        613,      35339,    -473200
23600,        613,      78966,    -136175
23610,        613,     102849,     199126
23620,        613,     104268,     410330
23630,        613,      80050,     482104
23640,        613,      28139,     386422
23650,        613,     -47399,     208255
23660,        880,    -132257,      67324
23670,        880,    -203709,    -158028
23680,        880,    -239114,    -594253
23690,        880,    -226280,   -1049977
23700,        880,    -169358,   -1302284
23710,        880,     -86742,   -1307298
23720,        880,      -2116,   -1058488
23730,        880,      65524,    -559165
23740,       -432,     106933,     -13436
23750,       -432,     121360,     402614
23760,       -432,     111911,     601706
23770,       -432,      81569,     576222
23780,       -432,      32721,     390267
23790,       -432,     -29810,     187672
23800,       -432,     -95423,      52692
23810,       -432,    -148219,     -46520
23820,        812,    -172641,    -176962
23830,        812,    -161278,    -328138
23840,        812,    -119539,    -444079
23850,        812,     -63391,    -458162
23860,        812,     -11149,    -369824
23870,        812,      25187,    -191350
23880,        812,      43397,     -28962
23890,        812,      47894,      50324
23900,       1227,      43408,      59967
23910,       1227,      30704,      33956
23920,       1227,       7494,      -4070
23930,       1227,     -26611,     -26597
23940,       1227,     -65632,     -10027
23950,       1227,     -97596,      34952
23960,       1227,    -110307,      43968
23970,       1227,     -98722,     -37076
23980,        456,     -68499,    -153181
23990,        456,     -32721,    -217497
24000,        456,      -3925,    -190179
24010,        456,      12615,    -104554
24020,        456,      19102,     -12945
24030,        456,      19183,      36551
24040,        456,      11658,      38315
24050,        456,      -9529,      18789
24060,       1742,     -48274,       3825
24070,       1742,     -98536,      -3527
24080,       1742,    -143552,     -54403
24090,       1742,    -164064,    -225363
24100,       1742,    -149806,    -494161
24110,       1742,    -105525,    -699836
24120,       1742,     -47271,    -718309
24130,       1742,       7623,    -537106
24140,       1334,      48948,    -244019
24150,       1334,      74738,      37757
24160,       1334,      85834,     217923
24170,       1334,      79880,     283040
24180,       1334,      50588,     251382
24190,       1334,      -6536,     159057
24200,       1334,     -86265,      61357
24210,       1334,    -170245,      -6485
24220,       1785,    -232220,    -126534
24230,       1785,    -249874,    -429769
24240,       1785,    -216069,    -867424
24250,       1785,    -142295,   -1186658
24260,       1785,     -52314,   -1186059
24270,       1785,      29342,    -841820
24280,       1785,      86577,    -320986
24290,       1785,     114021,     180034
24300,       1751,     113496,     524196
24310,       1751,      89429,     662078
24320,       1751,      47033,     601063
24330,       1751,      -6598,     426010
24340,       1751,     -61206,     212475
24350,       1751,    -104544,     -32114
24360,       1751,    -126126,    -333525
24370,       1751,    -121351,    -616034
24380,         95,     -93411,    -767349
24390,         95,     -51850,    -749201
24400,         95,      -8599,    -571778
24410,         95,      26184,    -311759
24420,         95,      46421,     -52661
24430,         95,      50130,     168457
24440,         95,      38266,     308763
24450,         95,      13860,     330642
24460,        481,     -18085,     245664
24470,        481,     -50708,      87640
24480,        481,     -76306,    -115275
24490,        481,     -88111,    -319203
24500,        481,     -82153,    -477956
24510,        481,     -58660,    -558094
24520,        481,     -22467,    -524127
24530,        481,      18123,    -361699
24540,       -748,      53766,    -131248
24550,       -748,      76537,     103233
24560,       -748,      81160,     297340
24570,       -748,      64955,     358243
24580,       -748,      27950,     214233
24590,       -748,     -25413,      16238
24600,       -748,     -84295,     -21727
24610,       -748,    -132620,      -1614
24620,        231,    -154822,    -139038
24630,        231,    -143291,    -347739
24640,        231,    -102859,    -377379
24650,        231,     -49222,    -210459
24660,        231,      -1651,     -86888
24670,        231,      25750,     -58644
24680,        231,      29396,      -3659
24690,        231,      15958,      78607
24700,        551,      -2686,      84427
24710,        551,     -16478,      24357
24720,        551,     -22180,       1151
24730,        551,     -23188,      32521
24740,        551,     -24695,      56771
24750,        551,     -28414,      51788
24760,        551,     -31279,      42179
24770,        551,     -28968,      38958
24780,       1776,     -20891,      41786
24790,       1776,     -11895,      36577
24800,       1776,      -8888,      18708
24810,       1776,     -15205,       1986
24820,       1776,     -27478,      -4887
24830,       1776,     -37893,     -12473
24840,       1776,     -40698,      -7353
24850,       1776,     -38075,      31528
24860,        823,     -39797,      81117
24870,        823,     -55562,      97195
24880,        823,     -85571,      94323
24890,        823,    -117659,      77211
24900,        823,    -134458,     -15460
24910,        823,    -125305,    -238536
24920,        823,     -93085,    -501329
24930,        823,     -50907,    -626158
24940,       1841,     -12789,    -524331
24950,       1841,      13537,    -297687
24960,       1841,      27854,     -75211
24970,       1841,      34748,      80798
24980,       1841,      40340,     170551
24990,       1841,      49634,     220398
25000,       1841,      64192,     270128
25010,       1841,      80485,     358925
25020,       2081,      90158,     501186
25030,       2081,      82634,     635391
25040,       2081,      49100,     630137
25050,       2081,     -13198,     427614
25060,       2081,     -97047,     166911
25070,       2081,    -183780,     -37623
25080,       2081,    -247396,    -372077
25090,       2081,    -264599,   -1019585
25100,       2180,    -226053,   -1716552
25110,       2180,    -141927,   -1947284
25120,       2180,     -37649,   -1598928
25130,       2180,      57675,    -947197
25140,       2180,     122278,    -250234
25150,       2180,     145966,     378041
25160,       2180,     128532,     772596
25170,       2180,      77345,     888767
25180,       1538,       6264,     746966
25190,       1538,     -66205,     404475
25200,       1538,    -121480,      30475
25210,       1538,    -146895,    -359990
25220,       1538,    -139726,    -819753
25230,       1538,    -106997,   -1136285
25240,       1538,     -61821,   -1095021
25250,       1538,     -18381,    -770818
25260,       1461,      12910,    -400026
25270,       1461,      28461,    -113356
25280,       1461,      31231,      83385
25290,       1461,      27465,     202756
25300,       1461,      22765,     238593
25310,       1461,      19648,     213631
25320,       1461,      17240,     169670
25330,       1461,      12692,     132201
25340,        768,       3295,     102396
25350,        768,     -11796,      68566
25360,        768,     -30975,      17009
25370,        768,     -50711,     -61354
25380,        768,     -66792,    -168306
25390,        768,     -75724,    -287429
25400,        768,     -75743,    -375184
25410,        768,     -67089,    -405020
25420,       2141,     -51491,    -392474
25430,       2141,     -31174,    -339114
25440,       2141,      -8017,    -254740
25450,       2141,      16595,    -154653
25460,       2141,      41219,     -41119
25470,       2141,      63579,      87139
25480,       2141,      79981,     211207
25490,       2141,      85299,     296101
25500,       2179,      73967,     329843
25510,       2179,      42135,     312707
25520,       2179,      -9520,     233602
25530,       2179,     -73558,     112990
25540,       2179,    -135793,     -23763
25550,       2179,    -178802,    -216508
25560,       2179,    -188398,    -536012
25570,       2179,    -160115,    -926314
25580,       1879,    -101906,   -1164241
25590,       1879,     -31238,   -1125340
25600,       1879,      31862,    -772356
25610,       1879,      71959,    -245664
25620,       1879,      82211,     248455
25630,       1879,      64624,     541941
25640,       1879,      28149,     607911
25650,       1879,     -13914,     475024
25660,       1700,     -47081,     208588
25670,       1700,     -59680,    -106733
25680,       1700,     -46936,    -375085
25690,       1700,     -13274,    -484726
25700,       1700,      28673,    -375305
25710,       1700,      62117,    -101746
25720,       1700,      71559,     205667
25730,       1700,      47916,     402729
25740,       2090,      -7761,     413141
25750,       2090,     -83013,     248985
25760,       2090,    -156448,     -38298
25770,       2090,    -204407,    -435900
25780,       2090,    -209880,    -935327
25790,       2090,    -169467,   -1388132
25800,       2090,     -94566,   -1576970
25810,       2090,      -6350,   -1352096
25820,        765,      72316,    -757360
25830,        765,     123637,     -49225
25840,        765,     137916,     528033
25850,        765,     113656,     844571
25860,        765,      56877,     867901
25870,        765,     -19500,     690704
25880,        765,     -97449,     360869
25890,        765,    -157947,    -133720
25900,       1829,    -186370,    -711549
25910,       1829,    -176674,   -1167636
25920,       1829,    -132598,   -1306775
25930,       1829,     -65880,   -1170293
25940,       1829,       7532,    -869916
25950,       1829,      71991,    -460967
25960,       1829,     115886,      57416
25970,       1829,     132933,     553782
25980,       1942,     120788,     772045
25990,       1942,      79368,     614166
26000,       1942,      11890,     290056
