time,mono_out,pilot_38k,st_diff_raw
180,          0,          x,          x
190,          0,          x,          0
200,          0,          x,          x
210,          0,          x,          x
220,          x,          x,          x
230,          x,          x,          x
240,          x,          x,          x
250,          x,          x,          x
260,          x,          x,          x
270,          x,          x,          x
280,          x,          x,          x
290,          x,          x,          x
300,          x,          x,          x
310,          x,          x,          x
320,          x,          x,          x
330,          x,          x,          x
340,          x,          x,          x
350,          x,          x,          x
360,          x,          x,          x
370,          x,          x,          x
380,        -34,          x,          x
390,        -34,          x,          x
400,        -34,          x,          x
410,        -34,          x,          x
420,        -34,          x,          x
430,        -34,          x,          x
440,        -34,          x,          x
450,        -34,          x,          x
460,       1464,          x,          x
470,       1464,          x,          x
480,       1464,          x,          x
490,       1464,          x,          x
500,       1464,          x,          x
510,       1464,          x,          x
520,       1464,          x,          x
530,       1464,          x,          x
540,       1743,          x,          x
550,       1743,          x,          x
560,       1743,          x,          x
570,       1743,          x,          x
580,       1743,          x,          x
590,       1743,          x,          x
600,       1743,          x,          x
610,       1743,          x,          x
620,       1131,          x,          x
630,       1131,          x,          x
640,       1131,          x,          x
650,       1131,          x,          x
660,       1131,          x,          x
670,       1131,          x,          x
680,       1131,          x,          x
690,       1131,          x,          x
700,       1823,          x,          x
710,       1823,          x,          x
720,       1823,          x,          x
730,       1823,          x,          x
740,       1823,          x,          x
750,       1823,          x,          x
760,       1823,          x,          x
770,       1823,          x,          x
780,       1199,          x,          x
790,       1199,          x,          x
800,       1199,          x,          x
810,       1199,          x,          x
820,       1199,          x,          x
830,       1199,     -47662,          x
840,       1199,    -104361,          x
850,       1199,    -145791,    -206939
860,       1698,    -159727,    -500403
870,       1698,    -141596,    -764122
880,       1698,     -96053,    -889730
890,       1698,     -34989,    -833951
900,       1698,      26928,    -596580
910,       1698,      76838,    -225208
920,       1698,     106238,     169509
930,       1698,     111073,     445795
940,       1552,      90733,     554740
950,       1552,      47703,     529874
960,       1552,     -11684,     394475
970,       1552,     -76523,     191510
980,       1552,    -132437,     -47330
990,       1552,    -165335,    -343383
1000,       1552,    -166419,    -671109
1010,       1552,    -135649,    -899332
1020,       1394,     -81682,    -958372
1030,       1394,     -18352,    -833235
1040,       1394,      40276,    -527902
1050,       1394,      83662,    -119790
1060,       1394,     105918,     253022
1070,       1394,     104925,     496661
1080,       1394,      81191,     597857
1090,       1394,      37719,     555262
1100,       2106,     -19128,     391841
1110,       2106,     -79007,     167893
1120,       2106,    -128794,     -88262
1130,       2106,    -156033,    -394110
1140,       2106,    -153192,    -684596
1150,       2106,    -120548,    -859553
1160,       2106,     -66211,    -901500
1170,       2106,      -3243,    -771084
1180,       1313,      54553,    -444791
1190,       1313,      95931,     -21599
1200,       1313,     113510,     347402
1210,       1313,     103769,     582612
1220,       1313,      67089,     642484
1230,       1313,       8551,     528978
1240,       1313,     -61209,     319065
1250,       1313,    -126765,      42471
1260,       1773,    -171451,    -335275
1270,       1773,    -182759,    -743259
1280,       1773,    -157017,   -1036743
1290,       1773,    -100859,   -1175619
1300,       1773,     -28645,   -1102800
1310,       1773,      42733,    -753193
1320,       1773,      98691,    -214390
1330,       1773,     129296,     305724
1340,       1310,     129295,     655177
1350,       1310,      97643,     776028
1360,       1310,      37996,     696728
1370,       1310,     -39950,     491552
1380,       1310,    -120167,     184191
1390,       1310,    -183088,    -197293
1400,       1310,    -211550,    -622897
1410,       1310,    -197264,   -1024507
1420,        657,    -144259,   -1272813
1430,        657,     -67250,   -1263338
1440,        657,      14165,    -974594
1450,        657,      82173,    -462147
1460,        657,     124805,      94769
1470,        657,     136295,     508365
1480,        657,     115444,     688743
1490,        657,      64783,     638616
1500,       1188,      -8214,     442046
1510,       1188,     -89450,     206369
1520,       1188,    -159351,     -25653
1530,       1188,    -198522,    -323995
1540,       1188,    -195608,    -677865
1550,       1188,    -152481,    -940847
1560,       1188,     -83347,    -991985
1570,       1188,      -8271,    -807971
1580,         42,      54831,    -437247
1590,         42,      95074,     -41549
1600,         42,     108609,     254985
1610,         42,      95770,     404992
1620,         42,      58960,     392222
1630,         42,       3331,     258036
1640,         42,     -60957,     102949
1650,         42,    -118419,       4511
1660,        724,    -152486,    -102865
1670,        724,    -152841,    -310157
1680,        724,    -120951,    -538020
1690,        724,     -69509,    -617932
1700,        724,     -15806,    -503648
1710,        724,      26525,    -274303
1720,        724,      51823,     -55121
1730,        724,      60543,      76751
1740,        744,      54272,     120296
1750,        744,      32893,      99446
1760,        744,      -3477,      49767
1770,        744,     -50012,       7645
1780,        744,     -95109,         33
1790,        744,    -123939,     -14848
1800,        744,    -125989,    -106998
1810,        744,    -101244,    -253083
1820,        -89,     -60364,    -349669
1830,        -89,     -18559,    -315300
1840,        -89,      12626,    -196891
1850,        -89,      29890,     -58759
1860,        -89,      36279,      36891
1870,        -89,      35109,      74841
1880,        -89,      25410,      69263
1890,        -89,       3023,      36926
1900,       1222,     -33507,       5756
1910,       1222,     -77504,       -792
1920,       1222,    -114605,       1276
1930,       1222,    -129869,     -58280
1940,       1222,    -116799,    -201119
1950,       1222,     -81580,    -343063
1960,       1222,     -39225,    -383818
1970,       1222,      -4339,    -303456
1980,        718,      16555,    -150465
1990,        718,      25386,     -15208
2000,        718,      26167,      46625
2010,        718,      18430,      47053
2020,        718,      -3027,      21516
2030,        718,     -41589,       -306
2040,        718,     -91461,        978
2050,        718,    -136735,      -3656
2060,       1341,    -158873,     -99232
2070,       1341,    -147364,    -297773
2080,       1341,    -105702,    -480498
2090,       1341,     -48739,    -522538
2100,       1341,       6000,    -415892
2110,       1341,      46532,    -202096
2120,       1341,      68980,      24826
2130,       1341,      74430,     179538
2140,       1501,      64308,     245134
2150,       1501,      38616,     245895
2160,       1501,      -1919,     191416
2170,       1501,     -52139,     102008
2180,       1501,    -100887,      -4629
2190,       1501,    -133848,    -138342
2200,       1501,    -139763,    -338031
2210,       1501,    -116009,    -571338
2220,       1205,     -69814,    -702501
2230,       1205,     -14496,    -643715
2240,       1205,      36408,    -395431
2250,       1205,      73327,     -77520
2260,       1205,      91302,     178911
2270,       1205,      88394,     335270
2280,       1205,      64517,     414603
2290,       1205,      22078,     400448
2300,       1749,     -32443,     281883
2310,       1749,     -87936,      86393
2320,       1749,    -130662,    -113804
2330,       1749,    -148642,    -329503
2340,       1749,    -136393,    -600229
2350,       1749,     -97251,    -825370
2360,       1749,     -41972,    -826750
2370,       1749,      15480,    -598797
2380,       1190,      62578,    -257366
2390,       1190,      91028,      91005
2400,       1190,      96984,     338740
2410,       1190,      80002,     446872
2420,       1190,      42628,     455749
2430,       1190,      -8999,     370712
2440,       1190,     -64815,     189952
2450,       1190,    -112196,     -37385
2460,       1554,    -139362,    -270844
2470,       1554,    -139440,    -538519
2480,       1554,    -113004,    -771391
2490,       1554,     -67651,    -805866
2500,       1554,     -15045,    -653967
2510,       1554,      32997,    -406501
2520,       1554,      67650,     -94399
2530,       1554,      84279,     199754
2540,       1276,      81834,     376501
2550,       1276,      61755,     433493
2560,       1276,      27537,     404934
2570,       1276,     -15125,     293698
2580,       1276,     -58392,     122598
2590,       1276,     -93315,     -64429
2600,       1276,    -112033,    -258773
2610,       1276,    -110303,    -462019
2620,       1310,     -88956,    -596379
2630,       1310,     -53464,    -588355
2640,       1310,     -11993,    -468583
2650,       1310,      27026,    -289615
2660,       1310,      56784,     -67578
2670,       1310,      72833,     151097
2680,       1310,      72930,     297506
2690,       1310,      56763,     359612
2700,       1552,      26142,     350904
2710,       1552,     -14454,     258593
2720,       1552,     -57586,     102346
2730,       1552,     -93663,     -50773
2740,       1552,    -113428,    -222246
2750,       1552,    -111299,    -449656
2760,       1552,     -87650,    -617651
2770,       1552,     -48638,    -617688
2780,       1311,      -3839,    -478652
2790,       1311,      36950,    -260052
2800,       1311,      66124,     -20118
2810,       1311,      79017,     188935
2820,       1311,      73564,     328941
2830,       1311,      50111,     375562
2840,       1311,      11883,     327517
2850,       1311,     -34398,     194914
2860,       1889,     -78786,      39374
2870,       1889,    -110099,    -108401
2880,       1889,    -119444,    -297525
2890,       1889,    -103715,    -516412
2900,       1889,     -67068,    -633147
2910,       1889,     -19519,    -563748
2920,       1889,      26566,    -364945
2930,       1889,      60335,    -106936
2940,       2045,      74923,     143674
2950,       2045,      68073,     314107
2960,       2045,      41852,     371322
2970,       2045,       2329,     326271
2980,       2045,     -41060,     198020
2990,       2045,     -77233,      11153
3000,       2045,     -96507,    -207426
3010,       2045,     -93994,    -441300
3020,       2125,     -71655,    -612123
3030,       2125,     -37658,    -619590
3040,       2125,      -3224,    -473945
3050,       2125,      21491,    -252353
3060,       2125,      30649,     -22251
3070,       2125,      24034,     148527
3080,       2125,       6457,     203229
3090,       2125,     -14069,     151268
3100,       1259,     -28866,      40564
3110,       1259,     -31548,     -92754
3120,       1259,     -20601,    -199074
3130,       1259,       -440,    -227029
3140,       1259,      19773,    -155152
3150,       1259,      29363,      -3320
3160,       1259,      20298,     135398
3170,       1259,      -9240,     175489
3180,       1990,     -53176,     115167
3190,       1990,     -98620,     -54150
3200,       1990,    -129857,    -333649
3210,       1990,    -134137,    -674739
3220,       1990,    -107004,    -941971
3230,       1990,     -54440,    -998692
3240,       1990,       9455,    -810368
3250,       1990,      67719,    -424462
3260,       1611,     105661,      73562
3270,       1611,     113786,     496451
3280,       1611,      88807,     688550
3290,       1611,      34292,     616822
3300,       1611,     -38852,     402580
3310,       1611,    -113534,     153510
3320,       1611,    -170610,    -204201
3330,       1611,    -195109,    -722338
3340,       1894,    -181439,   -1200935
3350,       1894,    -134701,   -1361000
3360,       1894,     -67729,   -1166774
3370,       1894,       4095,    -823203
3380,       1894,      67291,    -433757
3390,       1894,     112308,      28964
3400,       1894,     133447,     509808
3410,       1894,     127975,     871374
3420,       1886,      95561,     981565
3430,       1886,      38839,     814465
3440,       1886,     -34977,     506921
3450,       1886,    -112822,     191426
3460,       1886,    -177102,    -187387
3470,       1886,    -210571,    -692357
3480,       1886,    -202925,   -1209275
3490,       1886,    -155476,   -1544531
3500,       1906,     -80987,   -1567121
3510,       1906,       1341,   -1220578
3520,       1906,      72630,    -640225
3530,       1906,     119142,      10458
3540,       1906,     133801,     545434
3550,       1906,     115625,     825616
3560,       1906,      68981,     820837
3570,       1906,       3300,     650390
3580,       1972,     -67774,     382628
3590,       1972,    -128882,      18984
3600,       1972,    -166850,    -412800
3610,       1972,    -174419,    -815330
3620,       1972,    -152126,   -1090391
3630,       1972,    -107502,   -1174433
3640,       1972,     -52048,   -1055969
3650,       1972,       2559,    -771411
3660,       1606,      47365,    -381008
3670,       1606,      77181,      19132
3680,       1606,      90019,     357966
3690,       1606,      85842,     578631
3700,       1606,      65731,     653428
3710,       1606,      31966,     587816
3720,       1606,     -11233,     424812
3730,       1606,     -57198,     198289
3740,       1768,     -97329,     -67848
3750,       1768,    -122894,    -348718
3760,       1768,    -127583,    -619237
3770,       1768,    -109785,    -824374
3780,       1768,     -73495,    -870655
3790,       1768,     -27364,    -758632
3800,       1768,      17734,    -519848
3810,       1768,      51670,    -197802
3820,       1726,      67461,     127705
3830,       1726,      62523,     352607
3840,       1726,      38939,     424727
3850,       1726,       2997,     370131
3860,       1726,     -36072,     226370
3870,       1726,     -68267,      17806
3880,       1726,     -85566,    -219251
3890,       1726,     -84388,    -431336
3900,       1653,     -66701,    -571304
3910,       1653,     -39161,    -579097
3920,       1653,     -10630,    -444696
3930,       1653,      10839,    -245177
3940,       1653,      20357,     -66957
3950,       1653,      17266,      70262
3960,       1653,       4805,     131207
3970,       1653,     -11270,     105956
3980,       1457,     -24622,      28454
3990,       1457,     -30335,     -67235
4000,       1457,     -26390,    -150546
4010,       1457,     -14196,    -188972
4020,       1457,       1919,    -166072
4030,       1457,      15995,     -88379
4040,       1457,      22177,      11545
4050,       1457,      16532,      89034
4060,       1723,      -1493,     117750
4070,       1723,     -28457,      87632
4080,       1723,     -57564,      -8171
4090,       1723,     -80499,    -158432
4100,       1723,     -89959,    -329532
4110,       1723,     -82058,    -481815
4120,       1723,     -57645,    -559521
4130,       1723,     -22026,    -530893
4140,       1408,      16719,    -381392
4150,       1408,      49958,    -150289
4160,       1408,      70391,     115743
4170,       1408,      73195,     331410
4180,       1408,      56678,     412034
4190,       1408,      22857,     371979
4200,       1408,     -22138,     274368
4210,       1408,     -68612,     114731
4220,       1559,    -105340,    -116809
4230,       1559,    -122749,    -361956
4240,       1559,    -116127,    -561985
4250,       1559,     -87345,    -688905
4260,       1559,     -44136,    -683267
4270,       1559,       2642,    -532003
4280,       1559,      42275,    -271713
4290,       1559,      66684,      16628
4300,       1479,      71633,     263227
4310,       1479,      56927,     385126
4320,       1479,      26201,     365999
4330,       1479,     -13512,     271459
4340,       1479,     -52859,     130416
4350,       1479,     -82170,     -71677
4360,       1479,     -94019,    -289073
4370,       1479,     -85512,    -446880
4380,        918,     -59325,    -524726
4390,        918,     -22811,    -488438
4400,        918,      14427,    -339671
4410,        918,      43273,    -131632
4420,        918,      57123,      85167
4430,        918,      52931,     255200
4440,        918,      31563,     299170
4450,        918,      -2164,     225680
4460,       1453,     -39967,     121998
4470,       1453,     -71804,      -9329
4480,       1453,     -88753,    -199914
4490,       1453,     -85883,    -378584
4500,       1453,     -63892,    -459713
4510,       1453,     -28835,    -440486
4520,       1453,      10023,    -334872
4530,       1453,      43140,    -150033
4540,       1210,      62962,      49635
4550,       1210,      65035,     211360
4560,       1210,      48410,     318929
4570,       1210,      15849,     309487
4580,       1210,     -26085,     178606
4590,       1210,     -67595,      46726
4600,       1210,     -97758,     -88521
4610,       1210,    -108066,    -310845
4620,       1286,     -95572,    -524113
4630,       1286,     -63906,    -581805
4640,       1286,     -21793,    -495687
4650,       1286,      20202,    -331825
4660,       1286,      53036,    -116861
4670,       1286,      70925,     104304
4680,       1286,      71307,     254199
4690,       1286,      54324,     332807
4700,       1552,      22742,     336967
4710,       1552,     -17842,     226155
4720,       1552,     -59121,      73756
4730,       1552,     -91389,     -54868
4740,       1552,    -106316,    -228286
4750,       1552,     -99993,    -434812
4760,       1552,     -74414,    -536253
4770,       1552,     -36704,    -497817
4780,       1345,       3501,    -375195
4790,       1345,      37306,    -191980
4800,       1345,      58717,      17980
4810,       1345,      64975,     176329
4820,       1345,      55950,     267322
4830,       1345,      33685,     310725
4840,       1345,       2257,     269150
4850,       1345,     -32363,     141023
4860,       1844,     -62951,       8316
4870,       1844,     -82541,    -129516
4880,       1844,     -86482,    -298219
4890,       1844,     -73991,    -418348
4900,       1844,     -48410,    -441701
4910,       1844,     -16127,    -395679
4920,       1844,      15463,    -275521
4930,       1844,      40041,     -92321
4940,       1516,      53471,      83355
4950,       1516,      53921,     206344
4960,       1516,      41644,     276858
4970,       1516,      18829,     280715
4980,       1516,     -10539,     208097
4990,       1516,     -41031,      89548
5000,       1516,     -66627,     -51707
5010,       1516,     -82058,    -218018
5020,       1725,     -84169,    -371980
5030,       1725,     -72697,    -462218
5040,       1725,     -50253,    -487918
5050,       1725,     -21522,    -451446
5060,       1725,       8007,    -331700
5070,       1725,      33191,    -143298
5080,       1725,      49858,      51365
5090,       1725,      55078,     208643
5100,       1948,      47417,     318331
5110,       1948,      27312,     350745
5120,       1948,      -2486,     286122
5130,       1948,     -36712,     154110
5140,       1948,     -68146,     -13933
5150,       1948,     -89193,    -208083
5160,       1948,     -94084,    -389511
5170,       1948,     -80896,    -522616
5180,       1722,     -52538,    -595835
5190,       1722,     -16175,    -558767
5200,       1722,      18729,    -367151
5210,       1722,      43024,    -107302
5220,       1722,      50336,     116617
5230,       1722,      38810,     262261
5240,       1722,      11647,     308258
5250,       1722,     -23614,     234603
5260,       1620,     -56830,      69074
5270,       1620,     -77834,    -138202
5280,       1620,     -79540,    -335875
5290,       1620,     -60576,    -470881
5300,       1620,     -26187,    -502330
5310,       1620,      13223,    -410072
5320,       1620,      45342,    -187580
5330,       1620,      59645,      93749
5340,       1666,      50369,     289188
5350,       1666,      18339,     319718
5360,       1666,     -28603,     240728
5370,       1666,     -77182,      92447
5380,       1666,    -112560,    -165082
5390,       1666,    -123418,    -493317
5400,       1666,    -106169,    -758901
5410,       1666,     -66251,    -863203
5420,       1609,     -15728,    -746812
5430,       1609,      31422,    -450236
5440,       1609,      63725,    -104460
5450,       1609,      74818,     208354
5460,       1609,      63643,     419626
5470,       1609,      34207,     454972
5480,       1609,      -5408,     340340
5490,       1609,     -45254,     169732
5500,       -627,     -76071,     -28202
5510,       -627,     -89856,    -262200
5520,       -627,     -92068,    -467347
5530,       -627,    -170319,    -552123
5540,       -627,   -1066225,    -560231
5550,       -627,   -6830999,   -1019752
5560,       -627,  -31427403,   -6163073
5570,       -627,  -54970218,  -38524433
5580,     -83918,  -63474090, -180922404
5590,     -83918,  -35647203, -330787582
5600,     -83918,  -23857234, -390886340
5610,     -83918,   16026271, -216111169
5620,     -83918,  107355161, -139415712
5630,     -83918,  182530794,   92401468
5640,     -83918,  237258643,  604396975
5650,     -83918,  248046909,  932796528
5660,    3979759,  220083160, 1048896364
5670,    3979759,  125315760, 1032156132
5680,    3979759,  -47844272,  943735503
5690,    3979759, -310511122,  608099620
5700,    3979759, -565843989, -191283643
5710,    3979759, -697955918,-1671423149
5720,    3979759, -651039485, 1938757560
5730,    3979759, -501161903, 1716483665
5740,    -136320, -303827353, -732815748
5750,    -136320,  -35227685,  918584745
5760,    -136320,  197276081, 1978153942
5770,    -136320,  259962114,  645278991
5780,    -136320,  393750009, 1992192885
5790,    -136320,  563414223, -742364733
5800,    -136320,  683324400, 2015985107
5810,    -136320,  726203703,  310698863
5820,      -1262,  610955886,  387399780
5830,      -1262,  253176811, 1093636551
5840,      -1262, -232317853, 1150338212
5850,      -1262, -689700310, 1382343032
5860,      -1262, -875666531,  321696531
5870,      -1262, -752282430,    3823878
5880,      -1262, -353501281,-1122915109
5890,      -1262,  153944138, -451267736
5900,        781,  539045195,  999845832
5910,        781,  789643749,-1819059756
5920,        781,  843978248,-1188110335
5930,        781,  627621629,-1126546478
5940,        781,  249526706,-1920250390
5950,        781,  -65367320,-1893873756
5960,        781, -300219001,   48844287
5970,        781, -519069554,  344774311
5980,       1966, -611149369,-1266548911
5990,       1966, -569277073,-2108184039
6000,       1966, -457881619, 2135441838
6010,       1966, -346251981,-1568663814
6020,       1966, -298465202, 1804250324
6030,       1966, -259178946, 1261588028
6040,       1966, -399983829, 1030929120
6050,       1966, -522297403,  797278984
6060,       1035, -530258701,  807779842
6070,       1035, -472110148,  135674911
6080,       1035, -308112405, -950219450
6090,       1035,  -69955032,-1592910705
6100,       1035,  126206542,-1171669634
6110,       1035,  245649806, -202691973
6120,       1035,  298168332,  169343543
6130,       1035,  275795878,   91638892
6140,       1334,  189040067,  283609331
6150,       1334,  107070075,  791297157
6160,       1334,   30236658,  917324309
6170,       1334,  -21966128,  650367057
6180,       1334,  -76307676,  196242997
6190,       1334,  -82851601, -145160926
6200,       1334,  -62693393, -506879700
6210,       1334,  -57064089, -569928396
6220,       -993,  -33317162, -447608786
6230,       -993,   -7805123, -414104732
6240,       -993,   -1328844, -236441227
6250,       -993,    -183590,  -49818637
6260,       -993,     -12876,   -6762311
6270,       -993,     -45033,    -683802
6280,       -993,    -129086,     -38955
6290,       -993,    -205971,    -133956
6300,      -1091,    -247053,    -429867
6310,      -1091,    -238329,    -787679
6320,      -1091,    -183782,   -1106914
6330,      -1091,    -103146,   -1213756
6340,      -1091,     -21537,    -974368
6350,      -1091,      41771,    -491253
6360,      -1091,      78399,     -81353
6370,      -1091,      89625,     131554
6380,      -1159,      81600,     239407
6390,      -1159,      60072,     263711
6400,      -1159,      27739,     166387
6410,      -1159,     -13629,      11498
6420,      -1159,     -58382,     -54287
6430,      -1159,     -95470,      46197
6440,      -1159,    -113971,     190368
6450,      -1159,    -111707,     137331
6460,      -2103,     -98251,    -136565
6470,      -2103,     -87889,    -308177
6480,      -2103,     -88170,    -197462
6490,      -2103,     -94328,      50724
6500,      -2103,     -93937,     284658
6510,      -2103,     -77142,     424844
6520,      -2103,     -43954,     375931
6530,      -2103,      -3172,     228563
6540,      -2025,      34720,     121517
6550,      -2025,      63030,      11829
6560,      -2025,      78650,    -156478
6570,      -2025,      79390,    -292745
6580,      -2025,      63427,    -363834
6590,      -2025,      30961,    -344153
6600,      -2025,     -14392,    -236799
6610,      -2025,     -65317,    -102438
6620,      -1890,    -111361,      57596
6630,      -1890,    -140916,     333154
6640,      -1890,    -145079,     645002
6650,      -1890,    -121903,     854165
6660,      -1890,     -77904,     939754
6670,      -1890,     -25057,     888439
6680,      -1890,      24452,     621634
6690,      -1890,      61700,     207331
6700,       -409,      81669,    -200177
6710,       -409,      82730,    -480104
6720,       -409,      66245,    -604543
6730,       -409,      36084,    -594784
6740,       -409,      -2245,    -482864
6750,       -409,     -42611,    -269256
6760,       -409,     -79082,      16326
6770,       -409,    -106472,     301897
6780,       -900,    -120784,     563536
6790,       -900,    -119650,     754869
6800,       -900,    -102632,     798424
6810,       -900,     -71405,     743722
6820,       -900,     -29972,     666707
6830,       -900,      15348,     499486
6840,       -900,      56682,     209599
6850,       -900,      86061,     -98309
6860,       -236,      96983,    -332730
6870,       -236,      85540,    -477034
6880,       -236,      51117,    -477244
6890,       -236,      -2603,    -310918
6900,       -236,     -66038,    -100937
6910,       -236,    -123695,       3230
6920,       -236,    -158622,     130592
6930,       -236,    -160035,     428221
6940,       -413,    -128713,     714728
6950,       -413,     -76410,     779545
6960,       -413,     -19981,     532952
6970,       -413,      26031,     186622
6980,       -413,      54107,      28078
6990,       -413,      63973,     -58240
7000,       -413,      59384,    -213152
7010,       -413,      43772,    -283256
7020,       -729,      17744,    -151070
7030,       -729,     -18911,      50397
7040,       -729,     -62027,      73523
7050,       -729,    -100616,     -73576
7060,       -729,    -121379,     -52820
7070,       -729,    -116834,     182563
7080,       -729,     -90225,     330354
7090,       -729,     -53878,     260252
7100,        -78,     -21868,      64232
7110,        -78,      -1976,     -40304
7120,        -78,       6633,     -10956
7130,        -78,       9133,       2321
7140,        -78,       9197,     -16926
7150,        -78,       6451,     -20559
7160,        -78,      -1572,      -2973
7170,        -78,     -15414,      12813
7180,      -1352,     -31373,      -4566
7190,      -1352,     -43042,     -26569
7200,      -1352,     -45389,      21630
7210,      -1352,     -37944,     114960
7220,      -1352,     -24730,     146317
7230,      -1352,     -11178,      88708
7240,      -1352,       -408,      24150
7250,      -1352,       7534,       2161
7260,      -1305,      12452,        129
7270,      -1305,      10883,      -6961
7280,      -1305,      -2343,     -14970
7290,      -1305,     -28791,      -9364
7300,      -1305,     -62532,        665
7310,      -1305,     -91653,       3851
7320,      -1305,    -104262,      59417
7330,      -1305,     -94633,     215527
7340,      -1455,     -65655,     393629
7350,      -1455,     -26629,     445532
7360,      -1455,      11766,     333211
7370,      -1455,      42110,     133587
7380,      -1455,      61546,     -56498
7390,      -1455,      69110,    -194060
7400,      -1455,      62091,    -265237
7410,      -1455,      35784,    -262807
7420,      -1321,     -12047,    -185788
7430,      -1321,     -75549,     -87783
7440,      -1321,    -139336,      28588
7450,      -1321,    -183498,     226499
7460,      -1321,    -192395,     544553
7470,      -1321,    -161939,     895269
7480,      -1321,    -101222,    1054602
7490,      -1321,     -27987,     927195
7500,        533,      38940,     596458
7510,        533,      85901,     171119
7520,        533,     106670,    -246950
7530,        533,     101160,    -537301
7540,        533,      73018,    -624603
7550,        533,      28237,    -524966
7560,        533,     -24853,    -345196
7570,        533,     -75513,    -131314
7580,       -953,    -112108,     122978
7590,       -953,    -125579,     396295
7600,       -953,    -113079,     589004
7610,       -953,     -79113,     637828
7620,       -953,     -33216,     570474
7630,       -953,      14116,     383898
7640,       -953,      54550,     144314
7650,       -953,      82741,     -52150
7660,      -1034,      95348,    -179898
7670,      -1034,      89618,    -267374
7680,      -1034,      62858,    -267049
7690,      -1034,      14079,    -134603
7700,      -1034,     -52189,      21914
7710,      -1034,    -122705,      24816
7720,      -1034,    -177479,     -93064
7730,      -1034,    -198125,     -25165
7740,       -694,    -177709,     358251
7750,       -694,    -124802,     737744
7760,       -694,     -58594,     745718
7770,       -694,       1395,     463985
7780,       -694,      43764,     177613
7790,       -694,      66478,      -3981
7800,       -694,      71804,    -144499
7810,       -694,      60935,    -255525
7820,      -1134,      33390,    -276558
7830,      -1134,      -9154,    -192803
7840,      -1134,     -59065,     -74835
7850,      -1134,    -103058,      18004
7860,      -1134,    -127137,     160525
7870,      -1134,    -123089,     411728
7880,      -1134,     -92463,     622276
7890,      -1134,     -45696,     630350
7900,       -379,       3060,     464752
7910,       -379,      42317,     222321
7920,       -379,      66662,     -14123
7930,       -379,      75084,    -175509
7940,       -379,      66684,    -233448
7950,       -379,      38780,    -204062
7960,       -379,      -9981,    -110706
7970,       -379,     -73955,     -16134
7980,      -1598,    -137827,      -4445
7990,      -1598,    -181064,     -22823
8000,      -1598,    -187937,     133789
8010,      -1598,    -156217,     491737
8020,      -1598,     -98119,     740736
8030,      -1598,     -33124,     651870
8040,      -1598,      21924,     341500
8050,      -1598,      58817,      88891
8060,      -1120,      77151,     -51256
8070,      -1120,      79187,    -166170
8080,      -1120,      65705,    -261139
8090,      -1120,      36112,    -265091
8100,      -1120,      -8140,    -158231
8110,      -1120,     -60217,     -44118
8120,      -1120,    -107764,       7901
8130,      -1120,    -136826,     123844
8140,       -353,    -137866,     402431
8150,       -353,    -110297,     647518
8160,       -353,     -62819,     697677
8170,       -353,      -9353,     567318
8180,       -353,      36960,     334523
8190,       -353,      67882,      50975
8200,       -353,      80254,    -204255
8210,       -353,      73790,    -382433
8220,       -459,      49565,    -434501
8230,       -459,      10694,    -355547
8240,       -459,     -35939,    -199664
8250,       -459,     -79397,     -38766
8260,       -459,    -107579,     132174
8270,       -459,    -112292,     323945
8280,       -459,     -93264,     478852
8290,       -459,     -58085,     514306
8300,       1907,     -18109,     408121
8310,       1907,      16744,     221846
8320,       1907,      40939,      56289
8330,       1907,      53004,     -41484
8340,       1907,      53396,     -81878
8350,       1907,      42800,     -74175
8360,       1907,      22298,     -23570
8370,       1907,      -4745,      38536
8380,       1141,     -31242,      48101
8390,       1141,     -48493,     -13323
8400,       1141,     -52391,     -76092
8410,       1141,     -49273,     -55455
8420,       1141,     -54751,      25683
8430,       1141,     -83326,      74342
8440,       1141,    -135341,      76031
8450,       1141,    -192334,       8788
8460,       1849,    -226223,    -239358
8470,       1849,    -216456,    -661900
8480,       1849,    -162385,   -1044073
8490,       1849,     -82098,   -1171695
8500,       1849,         -9,   -1009991
8510,       1849,      66061,    -543579
8520,       1849,     109134,        -58
8530,       1849,     128554,     385850
8540,        235,     123549,     607697
8550,        235,      91069,     694367
8560,        235,      29170,     617745
8570,        235,     -56831,     398604
8580,        235,    -150399,     115768
8590,        235,    -226473,    -240145
8600,        235,    -261108,    -712927
8610,        235,    -242815,   -1185445
8620,      -1233,    -178242,   -1469753
8630,      -1233,     -88581,   -1479892
8640,      -1233,        545,   -1145519
8650,      -1233,      69287,    -578286
8660,      -1233,     108614,       3475
8670,      -1233,     118857,     419917
8680,      -1233,     103985,     586876
8690,      -1233,      66298,     479258
8700,       -671,       6522,     197612
8710,       -671,     -69905,     -30171
8720,       -671,    -146869,     -13051
8730,       -671,    -200714,     143974
8740,       -671,    -213522,     108860
8750,       -671,    -186408,    -219531
8760,       -671,    -140419,    -489808
8770,       -671,    -102515,    -431797
8780,      -1730,     -87270,    -168531
8790,      -1730,     -88962,      39244
8800,      -1730,     -89627,     158773
8810,      -1730,     -74850,     242473
8820,      -1730,     -43520,     300653
8830,      -1730,      -5302,     293259
8840,      -1730,      28754,     199792
8850,      -1730,      52789,      26370
8860,      -1001,      65627,    -144529
8870,      -1001,      66436,    -251728
8880,      -1001,      52014,    -273980
8890,      -1001,      18317,    -226817
8900,      -1001,     -34834,    -138874
